ID,Requirement Name,Requirement Text,Activity Name,Combined Score,Semantic Score,Bm25 Score,Lexical Score,Domain Score,Length_norm Score
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",1.1.7 Monitor Fiber Quality,0.297,0.289,0.552,0.053,0.106,0.14
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",1.1.8 Correct Defects,0.269,0.053,0.833,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",1.1.9 Adjust Production Parameters (Autonomous feedback loop),0.309,0.213,0.78,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",1.2.2 Analyze Production Efficiency,0.316,0.419,0.564,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",1.2.3 Detect Production Anomalies,0.219,0.169,0.533,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",1.3.1 Monitor Microgravity Conditions,0.221,0.157,0.554,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",1.3.2 Detect Off-Nominal Microgravity Conditions,0.242,0.169,0.609,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",2.1.1 Inspect System,0.315,0.07,0.735,0.056,0.358,0.171
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",2.1.2 Calibrate System,0.312,0.195,0.577,0.056,0.358,0.171
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",2.1.4 Repair System,0.237,0.103,0.434,0.056,0.358,0.171
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",2.3.1 Monitor Thermal Environment,0.228,0.038,0.716,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",2.3.2 Regulate System Temperature,0.256,0.099,0.512,0.053,0.358,0.14
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",2.4.2 Analyze Radiation Exposure Data,0.203,0.183,0.465,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",2.4.3 Adjust Operations for Radiation Protection,0.229,0.237,0.485,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",3.1.2 Report Safety Incidents (Automated logging and reporting),0.294,0.05,0.923,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",3.1.3 Implement Policy Changes,0.281,0.098,0.823,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",3.2.1 Detect Safety Hazards (Autonomous hazard detection),0.238,0.074,0.706,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",4.1.1 Track Resources (Automated tracking),0.276,0.138,0.761,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",4.2.3 Prepare Fiber for Transport (Automated handling and packaging),0.248,0.479,0.176,0.045,0.106,0.099
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",5.1.1 Initiate System Restarts,0.261,-0.073,0.726,0.053,0.358,0.14
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",5.1.2 Activate Backup Systems,0.37,0.069,0.925,0.053,0.358,0.14
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",5.2.2 Execute Remote Overrides,0.232,0.008,0.765,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",6.1.1 Capture Sensor Data (Automated and continuous),0.239,0.07,0.716,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",6.2.2 Identify Performance Bottlenecks,0.242,0.152,0.562,0.053,0.035,0.14
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",8.1.2 Calculate Orbital Adjustments,0.226,0.157,0.57,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",8.2.2 Adjust Attitude,0.256,0.036,0.811,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",1.1.6.1 Hold Spool,0.211,0.128,0.554,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",1.1.6.2 Level Wind Spool,0.271,0.134,0.749,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",1.2.5.2 Amplify High Rate Transmission,0.254,0.269,0.532,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",1.2.5.3 Transmit Low Rate Signal,0.201,0.096,0.559,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",1.2.5.4 Amplify Low Rate Transmission,0.246,0.224,0.559,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",2.2.4 Transmit Launch Vehicle Power,0.231,0.203,0.532,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",4.2.4 Secure Docking Connection,0.207,0.057,0.624,0.0,0.0,0.0
P.5,P.5 Competitive Pricing,"The system shall produce materials at costs competitive with terrestrial alternatives, accounting for performance benefits of space-manufactured products with a target of $800$ per meter of fiber",4.2.5 Store Manufactured Product,0.201,0.319,0.153,0.111,0.086,0.28
P.4,P.4 Commercial Viability,"The system shall support the generation of revenue from at least three distinct sources: product sales, technology licensing, and contracted research services, as verified by a business case analysis.",1.1.6 Spool Fiber,0.479,0.033,1.559,0.0,0.0,0.0
P.4,P.4 Commercial Viability,"The system shall support the generation of revenue from at least three distinct sources: product sales, technology licensing, and contracted research services, as verified by a business case analysis.",1.2.5 Transmit Data to Ground Control,0.201,0.052,0.611,0.0,0.0,0.0
P.4,P.4 Commercial Viability,"The system shall support the generation of revenue from at least three distinct sources: product sales, technology licensing, and contracted research services, as verified by a business case analysis.",1.3.2 Detect Off-Nominal Microgravity Conditions,0.216,0.054,0.657,0.0,0.0,0.0
P.4,P.4 Commercial Viability,"The system shall support the generation of revenue from at least three distinct sources: product sales, technology licensing, and contracted research services, as verified by a business case analysis.",2.1.2 Calibrate System,0.299,0.135,0.577,0.053,0.417,0.167
P.4,P.4 Commercial Viability,"The system shall support the generation of revenue from at least three distinct sources: product sales, technology licensing, and contracted research services, as verified by a business case analysis.",2.1.5 Test System After Repairs,0.323,0.077,0.732,0.05,0.417,0.136
P.4,P.4 Commercial Viability,"The system shall support the generation of revenue from at least three distinct sources: product sales, technology licensing, and contracted research services, as verified by a business case analysis.",2.2.1 Generate Solar Power,0.288,0.138,0.798,0.0,0.0,0.0
P.4,P.4 Commercial Viability,"The system shall support the generation of revenue from at least three distinct sources: product sales, technology licensing, and contracted research services, as verified by a business case analysis.",2.3.1 Monitor Thermal Environment,0.245,0.104,0.695,0.0,0.0,0.0
